CSP_1,CSP_2,CSP_3,CSP_4,CSP_5,CSP_6,CSP_7,CSP_8,label
-1.160351003543611,0.6947721552121864,0.9015858867143359,-0.8752780123350544,0.6982308855277937,0.07348607970283275,0.3503135203530394,0.23693900212587146,1
-0.7531514112089005,0.4605220647184144,0.1365014050162184,-0.617906266625797,0.7043193286296432,-0.1338592073429487,0.47773602421139544,-0.17554698769957008,2
-0.893145076625447,-0.013833699324462788,-0.04002351220593723,-0.5620684496016322,-0.031086449579729152,-0.14590360132610788,-0.09846123299755988,-0.10595833274268837,1
-0.16792483248753157,-0.4725545612627589,0.18099153692362485,-0.22650147168087129,-0.28275121759761274,0.32086022679227916,-0.4047360485128986,-0.19563803331711205,3
-0.6738185846747994,0.056113758786009695,0.1979946824336241,-0.16210417757521067,-0.07044131776402282,0.10545868470087316,-0.247619068345567,0.08216227594065244,1
-0.6536383375266914,0.2578347878606209,-0.6328751270573147,-0.7364916056039659,0.2045978822501608,-0.3886596781046011,0.13748271659906705,-0.41155931042147764,2
-0.9028999757404916,0.9315819318538286,-0.09693670431554793,-0.8238889453220448,0.4373425004220966,-0.11435649511588328,-0.09769956393898531,0.13554901004069178,1
0.36348093173978135,-0.5787664914340978,0.22415366593133845,0.5909855084267056,-0.40771975264680166,0.3164505940290136,-0.3516515037722906,-0.20373347407676537,3
-0.709169654107391,-0.23267638128792376,-0.293985187670204,-0.5965096381806576,-0.3533107455744523,-0.04539055109775312,-0.07086867463268966,-0.10911914936729405,1
-0.12067728991968685,0.62388245178992,-0.5088618199501008,-0.25521121592080304,0.7723840113565514,-0.44534385741038035,0.5333742166130111,-0.3561841444893208,2
-0.5572303485208109,0.26483272856247936,0.6252041043709926,-0.5860840544453206,0.026025756747389765,0.16126753282343284,-0.0015752888856203913,0.2570977607937002,1
0.06708336656047374,-0.34857021577615105,0.5849438388702204,0.8754722397339537,-0.5071297820874116,0.4793569826949118,-0.13658883239437597,-0.05355480691613181,3
-0.9922119268751843,0.0730493876546079,0.38464995504955185,-0.26146917855436325,0.07599646589851408,0.058367753572656306,-0.23475890874324581,-0.16048253242305865,1
-0.6679609944855548,-0.7477119445412509,0.42821246986895484,0.2914776336993322,-0.36289291119289385,0.20614669881413306,-0.3410287803333412,-0.19521552137075077,3
-0.8096378273748859,0.37613928195173446,-0.07597784001965413,-0.5106254037833132,0.2645859026692144,-0.001878423329589332,0.13646419237049084,0.10167052807759626,1
0.4365247993638945,-0.015822976362164655,-0.6362545665422731,0.5748085017632166,-0.2644785164294215,-0.43948714804080663,0.019515098097032658,-0.3728739525575997,2
0.033417253568824315,0.4117745385328078,-0.2049036121486024,-0.17181579961610846,0.41751720137793596,0.22851128772650178,0.03841699577935485,0.4585265614320113,1
0.3382314070882386,-0.293314932653489,0.12181974502014527,0.38149137575904674,-0.6762317566685557,-0.035491279165915324,-0.33898549318287396,-0.17750079938586283,3
-0.3259318451232379,-0.5243515351528747,-0.10311966454953626,-0.21487338815464982,-0.5471457876470721,-0.0010584438847216035,-0.25276442374047375,0.012884831026324303,1
-0.2273041264518526,-0.3460890313614171,-0.8961500934639389,-0.361831296241763,-0.301323115648711,-0.49609906965102896,0.2719351267959822,-0.35384007320232774,2
-0.2432642477302847,0.14486133543935034,0.23235726857848546,0.24437279241249102,0.04204922479829148,-0.040867486667798304,0.16275202067257047,0.07163481593007205,1
0.14170096734796875,-0.587463997988398,-0.03636502402277634,0.0578365297810878,-0.7577870722813058,0.010977329748508442,-0.48084822017953444,-0.20495702058992626,3
-0.7066410067707322,-0.602183220718725,-0.43934547623401077,-0.87885096594407,-0.3178184902918317,0.027522224494539223,-0.26736858119903584,0.4082335761466869,1
1.0033027214149974,0.140085125039494,-0.7505486355261959,-0.04362219848412373,0.12541370324996412,-0.4104668046103186,0.03404388786125148,-0.012070200862736993,2
-0.526778031443617,0.5946069034548166,-0.08430657149257398,-0.4130357808175565,0.30004592628204163,0.004623411931810793,0.20413383966999357,1.3507279383816517,1
0.14849870491041595,-0.5271560788354942,0.17329316025073807,0.6231443446196985,-0.26122017392495506,0.4217016191340706,-0.27091083943430205,0.04210672992227389,3
-0.4083470901800898,-0.17371154452025234,0.0551954943221556,-0.06609421995225906,-0.35442296951543295,0.09187313235606902,-0.2019570898127467,0.13421014518863442,1
1.1405163289044187,-0.18907770898126908,-0.9056838117036888,0.1164665990069465,-0.08826851005721245,-0.5289123752506445,0.30098984073575724,-0.0298964821750272,2
-1.0497331949560613,-0.36791265550733293,0.41054800997794283,-0.7452738174324203,-0.07950376105507283,0.251233875543929,-0.12352422953661267,0.4878986104541346,1
-0.6019422334386099,-1.1092450643615663,-0.1807707783415337,-0.5276157060404402,-0.64356335867451,0.1165113549840515,-0.3774490741749032,-0.3654707468523862,3
